Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10
636,327,161,304,431,872,548,750,399,717
852,300,599,644,824,281,557,415,929,37
791,446,766,926,851,815,961,481,693,471
946,849,889,714,766,756,654,855,935,377
490,518,917,575,243,197,536,694,216,125
436,561,497,997,671,72,579,206,65,56
400,545,557,238,629,745,86,841,632,191
50,844,291,63,692,196,105,597,672,139
819,340,176,595,485,81,947,230,478,296
218,478,69,125,10,256,596,59,550,580
78,421,862,293,387,688,496,233,344,641
149,792,63,560,275,579,909,260,169,589
514,896,805,634,676,125,834,133,882,400
663,380,588,1,398,770,474,673,95,417
378,302,156,411,139,358,860,441,868,560
774,270,942,410,404,714,104,451,946,594
118,590,107,655,197,873,473,717,509,194
781,357,881,673,635,484,382,842,311,699
630,540,841,999,246,845,545,285,741,657
245,673,69,737,261,119,757,777,7,105
249,997,281,122,988,939,685,855,72,678
373,603,419,614,106,770,154,683,135,315
227,346,51,985,982,71,99,91,883,202
360,900,609,491,993,612,653,731,892,800
193,672,938,271,157,680,413,591,742,392
879,227,534,675,334,135,147,833,780,625
44,567,728,931,421,686,881,508,946,944
638,647,143,453,40,248,423,110,96,578
691,859,395,107,26,415,272,605,916,473
631,493,775,194,463,282,209,527,29,543
421,809,774,733,854,460,338,878,260,882
225,480,577,660,636,93,999,530,44,789
910,313,106,201,306,418,440,211,549,115
496,858,833,581,400,433,209,869,355,776
557,431,394,529,536,616,584,239,212,305
58,21,857,869,962,139,265,694,318,897
598,556,421,451,974,657,176,290,776,60
915,24,930,731,314,96,366,229,345,612
958,267,95,960,995,471,541,994,717,600
130,73,804,442,941,331,743,310,606,600
246,981,166,600,519,74,661,832,854,248
230,102,304,479,724,842,907,847,265,845
115,542,615,316,339,324,118,43,856,131
966,435,178,184,504,302,182,517,906,287
227,703,258,97,195,662,330,374,44,79
221,593,14,764,845,534,548,678,314,832
227,116,518,306,500,923,187,896,384,945
929,469,601,814,846,709,660,342,66,577
735,745,38,844,999,782,466,380,3,545
14,770,764,363,266,542,71,566,739,757
706,334,270,42,869,469,370,827,527,786
25,307,816,65,665,951,419,811,77,205
762,130,845,351,587,28,262,352,9,932
91,681,274,129,483,272,81,960,379,204
286,538,244,271,862,307,445,959,69,586
368,325,454,56,725,358,191,610,526,588
363,825,856,73,848,319,324,660,38,675
247,816,321,124,127,634,286,35,33,957
816,41,238,952,453,287,725,416,774,560
36,61,682,407,217,792,701,678,645,277
178,118,483,540,784,231,468,715,396,794
675,225,628,600,679,219,551,916,465,797
931,434,61,972,124,760,133,345,766,495
905,485,108,853,559,514,185,995,56,794
813,798,130,228,974,553,323,791,924,168
874,230,772,949,202,116,931,380,691,115
751,645,222,883,559,347,884,524,602,330
620,452,529,277,860,282,612,558,317,659
894,171,712,667,679,760,645,665,16,879
942,202,820,137,792,110,705,970,511,17
217,5,812,592,507,479,359,900,346,107
415,305,615,600,21,651,346,54,32,229
366,531,674,633,247,976,364,527,282,382
724,221,466,442,348,31,907,434,330,491
636,368,878,571,963,975,857,235,649,781
6,414,587,886,901,225,850,90,541,878
803,273,509,520,204,208,812,273,71,133
357,450,838,480,389,583,983,724,197,555
839,472,702,830,11,590,923,637,534,224
415,729,671,99,248,650,934,73,981,875
974,348,668,170,326,88,853,744,388,114
109,933,688,651,553,948,212,709,969,564
28,363,70,321,336,478,139,946,707,881
480,881,609,191,290,451,612,960,673,235
322,40,682,542,753,415,371,730,995,970
882,260,132,809,646,495,305,83,840,877
640,687,330,418,658,386,672,682,99,75
973,655,233,187,362,65,37,322,941,138
461,923,449,25,773,477,714,926,459,401
126,58,191,839,837,415,444,548,243,16
170,915,100,981,259,864,754,564,559,85
783,734,324,150,109,946,829,141,171,755
791,227,629,245,803,767,479,810,145,462
598,120,398,673,586,205,432,881,998,280
757,251,221,776,174,26,713,99,104,336
409,379,656,597,632,680,809,960,41,941
461,890,489,74,390,108,607,507,260,394
66,92,372,662,526,317,715,778,388,986
604,999,532,268,625,108,36,733,429,725
217,577,708,362,775,837,862,411,491,836
458,658,775,630,780,743,437,625,722,317
957,253,384,31,859,957,185,258,1000,623
483,565,158,554,805,800,628,951,325,350
290,656,923,158,229,416,718,34,232,611
366,220,840,157,832,247,149,435,150,25
57,424,712,222,678,339,445,175,414,982
16,107,499,975,264,653,152,458,939,77
576,496,46,327,614,827,577,662,313,547
938,609,762,870,431,607,506,884,12,187
779,45,869,512,701,805,548,354,159,531
813,126,606,354,774,729,68,536,221,9
453,89,583,382,976,252,256,524,119,565
634,76,669,468,673,862,136,523,536,201
406,753,14,822,848,151,128,800,604,534
563,655,349,947,106,32,338,230,123,867
638,139,627,496,257,522,325,855,8,736
968,613,723,164,173,838,517,495,92,261
791,634,876,841,262,652,179,58,512,41
925,525,571,225,921,381,157,818,966,787
531,436,35,236,894,77,140,895,327,338
394,290,694,43,797,94,281,779,896,218
137,844,252,485,665,820,37,475,685,389
149,298,247,47,55,322,663,142,515,278
872,316,476,387,244,307,296,926,842,77
402,582,30,754,51,836,381,563,990,59
782,139,134,549,981,661,7,995,265,288
450,330,900,744,224,323,677,109,312,180
919,70,533,887,274,606,312,264,664,573
45,64,972,937,677,480,803,314,337,256
90,541,654,815,164,136,557,518,874,269
320,880,39,964,202,921,549,462,631,213
862,485,541,223,697,311,168,71,205,184
544,871,669,253,452,632,672,512,919,289
424,699,522,144,219,987,469,667,946,880
230,371,1,269,252,269,94,886,189,719
178,131,468,751,919,570,899,127,886,32
202,868,366,946,873,212,774,420,942,888
913,886,828,984,934,819,496,327,21,739
683,855,45,874,426,738,789,155,570,717
882,674,245,75,247,88,667,335,117,336
997,599,138,316,961,193,847,155,720,919
345,195,399,45,248,312,630,95,254,556
111,349,570,628,80,422,337,301,360,138
485,478,865,381,790,452,672,106,686,463
931,403,995,455,25,853,666,612,428,264
825,239,427,213,547,602,89,763,538,635
51,667,937,702,592,388,889,207,300,439
759,452,508,277,31,861,858,604,733,808
226,901,821,81,978,402,897,555,757,27
105,273,513,601,320,92,671,423,537,125
138,497,111,423,671,290,287,282,999,829
856,134,794,648,879,492,366,227,620,275
480,357,33,188,563,284,965,647,370,985
204,979,245,991,924,379,340,77,700,40
703,151,187,790,880,313,165,452,586,965
886,921,97,572,481,682,967,276,100,57
45,375,375,740,643,39,543,579,971,738
530,310,522,736,496,499,736,54,283,139
399,153,456,16,867,771,30,468,840,311
690,113,922,856,660,456,440,687,345,214
339,378,138,283,535,121,962,982,822,28
345,706,96,696,976,283,635,285,532,198
962,565,40,508,226,888,514,547,314,436
706,876,611,255,635,828,399,494,476,199
959,381,556,983,979,298,536,807,778,847
92,721,391,82,706,519,709,913,634,876
467,19,93,438,381,304,811,936,245,769
57,658,759,531,151,494,155,243,179,575
3,34,556,678,901,111,591,336,682,247
441,961,296,592,882,769,128,837,419,501
896,676,772,701,728,131,260,664,696,124
279,817,234,801,605,92,989,632,838,682
697,495,185,383,574,955,675,729,816,104
65,345,115,211,801,794,71,451,639,275
252,291,994,550,374,833,658,599,434,401
23,705,766,883,799,559,21,191,61,486
705,227,217,258,665,27,616,555,278,744
614,748,548,863,442,569,766,145,832,496
848,428,519,905,936,19,808,389,803,97
534,604,365,594,382,166,463,729,11,156
812,99,707,413,86,251,656,137,661,329
803,106,761,123,6,592,282,262,475,17
15,137,252,672,132,663,311,851,564,307
711,930,35,604,838,330,239,706,488,635
750,439,552,220,157,531,776,838,730,327
853,819,278,515,915,575,677,531,443,445
327,136,602,983,852,175,256,418,667,190
631,728,59,881,440,297,300,35,243,800
886,693,858,149,545,700,760,46,910,96
299,521,478,915,120,737,139,738,455,194
972,600,307,798,576,212,104,613,789,822
405,272,932,643,996,830,626,971,587,74
218,617,388,621,171,736,377,653,337,653
14,831,756,447,132,423,181,751,317,195
929,168,667,370,844,596,448,142,161,289
48,193,201,935,414,532,289,822,852,545
952,80,630,502,701,360,952,609,16,669
876,836,364,858,478,40,575,790,292,167
369,683,726,141,596,143,855,477,647,976
647,513,640,52,218,855,541,986,797,795
395,493,200,209,575,70,9,666,747,755
911,538,678,865,451,667,64,693,528,557
148,940,28,309,485,138,855,900,306,405
237,253,566,452,634,679,587,265,823,848
691,808,372,728,491,850,504,357,649,754
766,198,734,847,960,499,147,944,478,970
596,575,857,57,460,847,960,911,975,618
699,403,560,583,638,651,885,673,880,265
365,296,712,373,71,497,412,656,690,995
118,149,260,432,670,291,125,197,189,291
82,668,132,942,44,292,485,861,341,925
900,734,40,297,790,482,122,170,49,538
642,447,11,755,360,51,57,235,408,240
54,802,8,288,897,949,151,373,252,641
93,237,306,899,864,889,647,614,658,319
232,438,221,83,24,488,391,28,132,759
548,353,251,933,896,995,155,873,408,868
406,983,174,309,522,311,579,443,275,13
464,102,393,95,123,504,462,993,86,85
947,231,983,188,335,450,771,46,431,186
863,518,929,445,527,710,49,659,697,713
541,736,617,925,407,180,318,49,356,714
439,740,807,79,593,937,202,889,562,224
499,519,116,212,380,168,648,874,772,980
508,67,235,580,290,842,471,101,911,818
391,467,553,133,975,560,207,265,943,820
441,666,592,966,103,341,920,379,638,881
563,861,427,751,443,495,525,343,587,283
761,49,829,270,908,95,40,138,977,964
279,280,142,560,797,46,382,609,202,257
300,357,950,702,490,237,650,929,180,956
911,253,426,217,638,409,367,349,430,925
456,235,427,759,251,214,426,580,624,671
398,708,338,123,412,72,208,170,719,210
728,254,832,966,208,870,653,921,902,118
518,257,13,653,67,639,885,719,487,534
725,254,730,462,613,916,29,597,140,604
183,981,258,551,69,684,240,951,410,544
919,352,548,274,894,351,818,267,769,275
493,815,733,597,827,836,621,721,293,107
282,991,420,417,724,350,20,513,951,461
733,927,950,147,163,811,624,934,320,929
243,437,558,71,263,94,665,802,108,844
595,996,688,972,732,720,964,929,695,791
947,881,13,358,472,492,331,133,300,843
283,839,814,477,793,443,520,180,419,90
180,416,757,638,571,205,383,391,818,30
691,899,155,611,85,27,293,566,718,427
480,209,650,772,342,796,472,839,288,18
687,272,954,170,429,514,950,624,16,395
200,798,427,842,737,295,409,609,906,991
586,992,290,724,914,618,454,973,117,503
670,850,215,764,351,103,461,98,932,965
379,12,661,343,641,190,411,927,565,729
171,294,339,573,149,699,929,673,930,502
364,877,686,50,402,364,580,33,32,280
193,379,902,718,692,984,381,680,493,507
510,462,434,991,508,140,693,645,857,686
651,635,434,62,489,937,348,864,244,842
204,131,170,263,63,477,8,505,989,77
969,99,275,255,56,205,468,418,243,756
7,928,342,653,429,460,849,305,633,753
864,435,745,330,756,207,664,384,830,112
427,120,560,312,568,572,503,428,670,436
356,524,807,308,418,652,4,611,245,966
642,474,385,323,96,174,774,766,565,180
59,698,931,645,313,905,296,437,28,822
606,595,672,478,843,987,346,767,751,48
600,33,191,613,951,593,141,647,729,246
102,44,218,543,236,9,863,329,79,804
731,503,505,107,669,430,497,336,978,338
51,202,16,448,417,8,103,793,893,427
74,665,294,401,746,34,669,533,459,333
558,644,702,65,814,158,918,727,638,765
306,336,805,599,561,937,796,220,176,701
48,565,197,449,138,505,501,128,716,562
803,497,724,286,200,688,605,636,987,745
781,978,627,144,527,493,670,998,449,321
779,683,684,778,846,328,373,3,70,947
616,199,397,774,484,386,420,959,336,280
970,265,805,814,79,565,317,94,241,221
864,249,163,581,510,689,647,586,303,851
869,218,857,878,735,12,626,209,167,601
382,236,967,127,590,405,430,417,896,94
804,613,116,857,782,117,649,820,789,775
933,802,786,914,696,258,921,481,459,344
399,56,915,264,588,810,567,141,713,832
562,391,160,294,226,966,32,243,57,230
554,249,587,563,173,17,833,218,574,228
159,365,342,443,72,196,748,987,628,322
195,715,836,979,656,593,491,513,802,365
53,157,456,555,676,766,763,515,324,67
103,367,578,746,584,522,256,583,108,153
809,320,800,314,996,394,584,282,738,479
307,638,119,845,587,793,941,500,281,361
70,725,286,155,210,378,238,542,129,660
53,606,235,948,307,871,695,272,978,185
42,131,398,755,436,165,899,365,626,715
88,685,959,65,113,788,356,82,722,736
198,71,353,385,84,51,378,243,728,186
877,270,762,12,425,323,500,867,810,95
807,13,441,92,638,888,245,647,846,739
570,900,649,20,304,128,809,29,355,282
699,410,93,77,639,66,228,5,394,745
563,745,17,181,117,253,993,282,459,307
614,755,670,837,453,95,822,375,945,136
77,694,810,274,976,836,43,881,924,495
197,703,254,775,289,358,443,204,799,297
385,718,89,424,900,36,414,925,295,340
429,843,821,825,552,683,643,134,327,87
706,891,87,155,933,761,575,483,550,243
533,296,296,875,507,733,753,209,708,378
953,306,171,167,51,639,212,960,411,783
595,966,907,16,701,115,80,139,165,461
623,84,589,923,208,812,128,886,636,307
985,611,884,143,725,149,725,517,599,894
352,961,378,960,583,722,305,27,281,305
297,851,725,917,1000,586,222,440,602,895
563,679,84,31,568,802,656,530,202,813
70,507,568,50,884,411,66,187,539,792
540,522,640,967,869,880,557,448,249,443
124,741,846,664,296,391,574,15,106,411
662,767,433,890,196,717,93,648,918,121
509,382,732,798,928,424,426,234,219,584
34,522,303,578,190,895,269,411,57,335
271,300,614,985,294,625,172,916,129,447
103,431,509,6,226,217,957,356,635,618
808,581,928,50,54,945,518,264,820,997
885,848,700,345,734,271,922,123,850,688
982,236,497,919,230,942,815,233,138,544
676,640,234,663,692,291,417,126,872,216
478,252,14,460,681,605,269,199,412,869
1000,699,962,559,412,530,653,739,474,756
193,44,491,738,608,596,455,822,710,637
680,799,591,126,473,790,73,68,638,568
843,276,881,462,14,646,425,407,738,981
200,913,462,924,987,828,139,95,420,793
716,521,133,540,497,394,307,301,871,379
33,205,927,446,233,622,610,693,752,377
191,591,417,371,6,815,113,108,163,664
908,755,58,429,231,503,616,481,327,562
149,769,36,997,467,21,374,913,453,923
501,803,289,720,712,818,798,820,568,537
218,754,778,646,18,925,480,259,223,218
880,766,422,524,181,311,549,894,12,260
598,387,755,34,402,759,677,70,857,866
907,460,132,585,822,949,408,757,83,465
723,378,221,393,883,268,766,863,521,124
993,529,928,777,184,818,886,40,609,743
844,388,975,695,145,827,982,752,346,869
787,50,774,855,48,650,475,681,242,731
928,763,573,81,967,367,951,712,875,260
934,660,279,84,31,130,952,215,913,580
281,698,646,985,94,608,781,285,456,773
516,610,133,896,747,662,331,10,772,293
983,794,35,389,244,145,768,61,238,40
758,360,478,421,720,355,769,256,326,104
189,59,402,561,872,912,228,800,128,768
110,401,500,156,535,256,612,749,357,15
45,213,622,208,358,396,354,350,745,227
118,13,69,185,835,616,814,748,166,918
606,885,831,358,76,759,197,220,90,735
323,297,974,63,920,80,339,43,579,95
198,161,315,429,173,244,139,670,77,318
862,498,323,897,84,335,957,259,858,542
246,447,873,804,440,974,422,301,627,637
349,980,286,750,140,427,545,415,675,836
579,861,19,628,259,976,642,905,778,436
33,584,564,701,914,220,628,872,716,481
408,617,150,746,744,90,470,420,433,257
65,621,138,986,265,245,187,210,631,961
942,963,296,547,478,986,556,23,530,925
604,787,566,22,786,864,14,704,766,715
130,492,818,667,707,572,440,671,706,95
509,808,983,215,161,503,345,433,340,898
102,641,557,499,439,405,66,860,496,470
755,211,129,448,647,734,69,963,754,734
383,798,991,821,267,438,379,597,532,803
854,981,20,626,966,861,132,452,585,915
830,289,337,930,753,688,649,447,489,423
121,894,169,604,922,766,620,52,564,182
47,539,953,711,579,680,886,172,75,20
263,818,458,254,557,806,908,518,717,138
401,371,505,723,551,769,635,424,604,297
973,124,427,862,400,461,841,519,141,857
634,398,79,949,972,991,704,778,653,649
162,737,868,90,837,209,174,870,626,436
350,188,543,234,991,678,474,38,334,658
411,292,504,571,4,652,844,653,528,653
200,231,258,86,281,786,261,208,565,453
610,628,948,311,672,365,604,818,65,450
884,916,937,998,126,447,118,981,868,936
364,315,460,8,949,635,342,107,774,244
690,383,906,568,252,161,832,647,566,388
720,816,122,541,828,253,436,621,151,851
153,65,916,924,923,300,583,458,376,29
72,221,872,43,3,85,98,581,659,363
34,218,493,505,901,286,746,433,468,98
128,314,644,977,209,144,751,278,720,546
608,103,226,958,46,294,150,652,331,878
303,183,866,44,622,392,747,298,514,128
768,365,106,810,470,132,450,829,906,783
286,17,128,146,200,974,456,848,637,783
919,223,348,841,969,620,807,687,264,843
965,928,122,763,642,332,934,772,866,454
811,172,478,555,479,488,247,33,934,901
719,212,542,55,154,471,247,267,144,291
42,914,602,381,130,413,759,810,210,950
592,646,538,351,788,828,686,559,688,683
272,431,874,693,979,299,197,482,480,207
584,478,56,138,685,354,300,778,11,546
388,41,28,991,806,775,13,160,886,89
391,938,716,873,316,477,991,188,386,83
821,761,375,84,267,650,522,407,523,483
154,273,771,312,830,573,1,735,998,406
604,265,672,672,861,821,207,937,175,355
795,871,656,223,137,593,55,837,311,958
1000,188,98,292,330,692,948,110,447,579
842,575,245,625,898,289,10,186,690,620
652,451,918,892,460,676,368,467,357,720
462,806,773,596,456,700,833,276,942,718
520,857,334,970,605,165,640,878,357,209
795,173,364,73,904,281,100,894,649,731
588,517,258,43,233,464,811,11,828,438
594,71,72,609,472,504,572,667,346,897
192,219,91,60,815,443,28,545,662,217
318,999,52,654,74,811,321,663,711,777
279,512,301,771,561,1000,317,964,30,961
940,885,341,972,540,53,349,127,619,639
247,607,923,777,54,48,80,385,776,625
431,846,764,607,835,66,995,76,621,993
